date,exchange_rate
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0
2010-07-18,0
2010-07-19,0
2010-07-20,0
2010-07-21,0
2010-07-22,0
2010-07-23,0
2010-07-24,0
2010-07-25,0
2010-07-26,0
2010-07-27,0
2010-07-28,0
2010-07-29,0
2010-07-30,0
2010-07-31,0
2010-08-01,0
2010-08-02,0
2010-08-03,0
2010-08-04,0
2010-08-05,0
2010-08-06,0
2010-08-07,0
2010-08-08,0
2010-08-09,0
2010-08-10,0
2010-08-11,0
2010-08-12,0
2010-08-13,0
2010-08-14,0
2010-08-15,0
2010-08-16,0
2010-08-17,0
2010-08-18,0
2010-08-19,0
2010-08-20,0.07
2010-08-21,0.07
2010-08-22,0.07
2010-08-23,0.07
2010-08-24,0.07
2010-08-25,0.07
2010-08-26,0.07
2010-08-27,0.07
2010-08-28,0.07
2010-08-29,0.06
2010-08-30,0.06
2010-08-31,0.06
2010-09-01,0.06
2010-09-02,0.06
2010-09-03,0.06
2010-09-04,0.06
2010-09-05,0.06
2010-09-06,0.06
2010-09-07,0.06
2010-09-08,0.06
2010-09-09,0.06
2010-09-10,0.06
2010-09-11,0.06
2010-09-12,0.06
2010-09-13,0.06
2010-09-14,0.06
2010-09-15,0.06
2010-09-16,0.15
2010-09-17,0.15
2010-09-18,0.15
2010-09-19,0.06
2010-09-20,0.06
2010-09-21,0.06
2010-09-22,0.06
2010-09-23,0.06
2010-09-24,0.06
2010-09-25,0.06
2010-09-26,0.06
2010-09-27,0.06
2010-09-28,0.06
2010-09-29,0.06
2010-09-30,0.06
2010-10-01,0.06
2010-10-02,0.06
2010-10-03,0.06
2010-10-04,0.06
2010-10-05,0.06
2010-10-06,0.06
2010-10-07,0.06
2010-10-08,0.06
2010-10-09,0.06
2010-10-10,0.12
2010-10-11,0.12
2010-10-12,0.12
2010-10-13,0.1
2010-10-14,0.1
2010-10-15,0.1
2010-10-16,0.12
2010-10-17,0.12
2010-10-18,0.12
2010-10-19,0.1
2010-10-20,0.1
2010-10-21,0.1
2010-10-22,0.11
2010-10-23,0.11
2010-10-24,0.11
2010-10-25,0.18
2010-10-26,0.18
2010-10-27,0.18
2010-10-28,0.19
2010-10-29,0.19
2010-10-30,0.19
2010-10-31,0.19
2010-11-01,0.19
2010-11-02,0.21
2010-11-03,0.21
2010-11-04,0.21
2010-11-05,0.25
2010-11-06,0.25
2010-11-07,0.25
2010-11-08,0.36
2010-11-09,0.36
2010-11-10,0.36
2010-11-11,0.24
2010-11-12,0.24
2010-11-13,0.24
2010-11-14,0.3
2010-11-15,0.3
2010-11-16,0.3
2010-11-17,0.28
2010-11-18,0.28
2010-11-19,0.28
2010-11-20,0.29
2010-11-21,0.29
2010-11-22,0.29
2010-11-23,0.29
2010-11-24,0.29
2010-11-25,0.29
2010-11-26,0.29
2010-11-27,0.29
2010-11-28,0.29
2010-11-29,0.28
2010-11-30,0.28
2010-12-01,0.28
2010-12-02,0.25
2010-12-03,0.25
2010-12-04,0.25
2010-12-05,0.23
2010-12-06,0.23
2010-12-07,0.23
2010-12-08,0.25
2010-12-09,0.25
2010-12-10,0.25
2010-12-11,0.23
2010-12-12,0.23
2010-12-13,0.23
2010-12-14,0.23
2010-12-15,0.23
2010-12-16,0.23
2010-12-17,0.25
2010-12-18,0.25
2010-12-19,0.25
2010-12-20,0.27
2010-12-21,0.27
2010-12-22,0.27
2010-12-23,0.25
2010-12-24,0.25
2010-12-25,0.25
2010-12-26,0.27
2010-12-27,0.27
2010-12-28,0.27
2010-12-29,0.3
2010-12-30,0.3
2010-12-31,0.3
2011-01-01,0.3
2011-01-02,0.3
2011-01-03,0.3
2011-01-04,0.3
2011-01-05,0.3
2011-01-06,0.3
2011-01-07,0.32
2011-01-08,0.32
2011-01-09,0.32
2011-01-10,0.33
2011-01-11,0.33
2011-01-12,0.33
2011-01-13,0.42
2011-01-14,0.42
2011-01-15,0.42
2011-01-16,0.4
2011-01-17,0.4
2011-01-18,0.4
2011-01-19,0.35
2011-01-20,0.35
2011-01-21,0.35
2011-01-22,0.43
2011-01-23,0.43
2011-01-24,0.43
2011-01-25,0.43
2011-01-26,0.43
2011-01-27,0.43
2011-01-28,0.45
2011-01-29,0.45
2011-01-30,0.45
2011-01-31,0.61
2011-02-01,0.61
2011-02-02,0.61
2011-02-03,0.78
2011-02-04,0.78
2011-02-05,0.78
2011-02-06,0.92
2011-02-07,0.92
2011-02-08,0.92
2011-02-09,0.97
2011-02-10,0.97
2011-02-11,0.97
2011-02-12,1.09
2011-02-13,1.09
2011-02-14,1.09
2011-02-15,1.08
2011-02-16,1.08
2011-02-17,1.08
2011-02-18,1.04
2011-02-19,1.04
2011-02-20,1.04
2011-02-21,0.88
2011-02-22,0.88
2011-02-23,0.88
2011-02-24,0.96
2011-02-25,0.96
2011-02-26,0.96
2011-02-27,0.96
2011-02-28,0.96
2011-03-01,0.96
2011-03-02,0.95
2011-03-03,0.95
2011-03-04,0.95
2011-03-05,0.92
2011-03-06,0.92
2011-03-07,0.92
2011-03-08,0.9
2011-03-09,0.9
2011-03-10,0.9
2011-03-11,0.93
2011-03-12,0.93
2011-03-13,0.93
2011-03-14,0.9
2011-03-15,0.9
2011-03-16,0.9
2011-03-17,0.87
2011-03-18,0.87
2011-03-19,0.87
2011-03-20,0.79
2011-03-21,0.79
2011-03-22,0.79
2011-03-23,0.86
2011-03-24,0.86
2011-03-25,0.86
2011-03-26,0.9
2011-03-27,0.9
2011-03-28,0.9
2011-03-29,0.9
2011-03-30,0.8
2011-03-31,0.8
2011-04-01,0.8
2011-04-02,0.8
2011-04-03,0.8
2011-04-04,0.8
2011-04-05,0.77
2011-04-06,0.77
2011-04-07,0.77
2011-04-08,0.78
2011-04-09,0.78
2011-04-10,0.78
2011-04-11,0.76
2011-04-12,0.76
2011-04-13,0.76
2011-04-14,0.99
2011-04-15,0.99
2011-04-16,0.99
2011-04-17,1.09
2011-04-18,1.09
2011-04-19,1.09
2011-04-20,1.19
2011-04-21,1.19
2011-04-22,1.19
2011-04-23,1.38
2011-04-24,1.38
2011-04-25,1.38
2011-04-26,1.71
2011-04-27,1.71
2011-04-28,1.71
2011-04-29,2.66
2011-04-30,2.66
2011-05-01,2.66
2011-05-02,3.95
2011-05-03,3.95
2011-05-04,3.95
2011-05-05,3.56
2011-05-06,3.56
2011-05-07,3.56
2011-05-08,3.75
2011-05-09,3.75
2011-05-10,3.75
2011-05-11,5.41
2011-05-12,5.41
2011-05-13,5.41
2011-05-14,8.56
2011-05-15,8.56
2011-05-16,8.56
2011-05-17,8.47
2011-05-18,8.47
2011-05-19,8.47
2011-05-20,7.28
2011-05-21,7.28
2011-05-22,7.28
2011-05-23,6.81
2011-05-24,6.81
2011-05-25,6.81
2011-05-26,7.95
2011-05-27,7.95
2011-05-28,7.95
2011-05-29,8.68
2011-05-30,8.68
2011-05-31,8.68
2011-06-01,9.47
2011-06-02,9.47
2011-06-03,9.47
2011-06-04,15.05
2011-06-05,15.05
2011-06-06,15.05
2011-06-07,19.19
2011-06-08,19.19
2011-06-09,19.19
2011-06-10,32.34
2011-06-11,32.34
2011-06-12,32.34
2011-06-13,24.87
2011-06-14,24.87
2011-06-15,24.87
2011-06-16,19.99
2011-06-17,19.99
2011-06-18,19.99
2011-06-19,17.6
2011-06-20,17.6
2011-06-21,17.6
2011-06-22,15.39
2011-06-23,15.39
2011-06-24,15.39
2011-06-25,16.95
2011-06-26,16.95
2011-06-27,16.95
2011-06-28,17.89
2011-06-29,17.89
2011-06-30,17.89
2011-07-01,17.38
2011-07-02,17.38
2011-07-03,17.38
2011-07-04,15.74
2011-07-05,15.74
2011-07-06,15.74
2011-07-07,16.44
2011-07-08,16.44
2011-07-09,16.44
2011-07-10,15.16
2011-07-11,15.16
2011-07-12,15.16
2011-07-13,14.52
2011-07-14,14.52
2011-07-15,14.52
2011-07-16,14.25
2011-07-17,14.25
2011-07-18,14.25
2011-07-19,13.93
2011-07-20,13.93
2011-07-21,13.93
2011-07-22,13.94
2011-07-23,13.94
2011-07-24,13.94
2011-07-25,14.16
2011-07-26,14.16
2011-07-27,14.16
2011-07-28,14.1
2011-07-29,14.1
2011-07-30,14.1
2011-07-31,14.06
2011-08-01,14.06
2011-08-02,14.06
2011-08-03,13.37
2011-08-04,13.37
2011-08-05,13.37
2011-08-06,11.42
2011-08-07,11.42
2011-08-08,11.42
2011-08-09,9.66
2011-08-10,9.66
2011-08-11,9.66
2011-08-12,10.35
2011-08-13,10.35
2011-08-14,10.35
2011-08-15,11.4
2011-08-16,11.4
2011-08-17,11.4
2011-08-18,11.39
2011-08-19,11.39
2011-08-20,11.39
2011-08-21,11.75
2011-08-22,11.75
2011-08-23,11.75
2011-08-24,11.47
2011-08-25,11.47
2011-08-26,11.47
2011-08-27,10.01
2011-08-28,10.01
2011-08-29,10.01
2011-08-30,9.4
2011-08-31,9.4
2011-09-01,9.4
2011-09-02,8.46
2011-09-03,8.46
2011-09-04,8.46
2011-09-05,8.56
2011-09-06,8.56
2011-09-07,8.56
2011-09-08,7.53
2011-09-09,7.53
2011-09-10,7.53
2011-09-11,6.49
2011-09-12,6.49
2011-09-13,6.49
2011-09-14,6.19
2011-09-15,6.19
2011-09-16,6.19
2011-09-17,5.18
2011-09-18,5.18
2011-09-19,5.18
2011-09-20,5.89
2011-09-21,5.89
2011-09-22,5.89
2011-09-23,5.8
2011-09-24,5.8
2011-09-25,5.8
2011-09-26,5.49
2011-09-27,5.49
2011-09-28,5.49
2011-09-29,4.95
2011-09-30,4.95
2011-10-01,4.95
2011-10-02,5.27
2011-10-03,5.27
2011-10-04,5.27
2011-10-05,5.03
2011-10-06,5.03
2011-10-07,5.03
2011-10-08,4.79
2011-10-09,4.79
2011-10-10,4.79
2011-10-11,4.23
2011-10-12,4.23
2011-10-13,4.23
2011-10-14,4.37
2011-10-15,4.37
2011-10-16,4.37
2011-10-17,3.87
2011-10-18,3.87
2011-10-19,3.87
2011-10-20,2.59
2011-10-21,2.59
2011-10-22,2.59
2011-10-23,3.31
2011-10-24,3.31
2011-10-25,3.31
2011-10-26,3
2011-10-27,3
2011-10-28,3
2011-10-29,3.39
2011-10-30,3.39
2011-10-31,3.38
2011-11-01,3.38
2011-11-02,3.38
2011-11-03,3.28
2011-11-04,3.28
2011-11-05,3.28
2011-11-06,3.04
2011-11-07,3.04
2011-11-08,3.04
2011-11-09,3.09
2011-11-10,3.09
2011-11-11,3.09
2011-11-12,3.11
2011-11-13,3.11
2011-11-14,3.11
2011-11-15,2.67
2011-11-16,2.67
2011-11-17,2.67
2011-11-18,2.37
2011-11-19,2.37
2011-11-20,2.37
2011-11-21,2.3
2011-11-22,2.3
2011-11-23,2.3
2011-11-24,2.48
2011-11-25,2.48
2011-11-26,2.48
2011-11-27,2.51
2011-11-28,2.51
2011-11-29,2.51
2011-11-30,3
2011-12-01,3
2011-12-02,3
2011-12-03,3.1
2011-12-04,3.1
2011-12-05,3.1
2011-12-06,3.06
2011-12-07,3.06
2011-12-08,3.06
2011-12-09,3.04
2011-12-10,3.04
2011-12-11,3.04
2011-12-12,3.33
2011-12-13,3.33
2011-12-14,3.33
2011-12-15,3.2
2011-12-16,3.2
2011-12-17,3.2
2011-12-18,3.36
2011-12-19,3.36
2011-12-20,3.36
2011-12-21,4.08
2011-12-22,4.08
2011-12-23,4.08
2011-12-24,4.06
2011-12-25,4.06
2011-12-26,4.06
2011-12-27,4.09
2011-12-28,4.09
2011-12-29,4.09
2011-12-30,4.47
2011-12-31,4.47
2012-01-01,4.47
2012-01-02,5.45
2012-01-03,5.45
2012-01-04,5.45
2012-01-05,6.6
2012-01-06,6.6
2012-01-07,6.6
2012-01-08,7.2
2012-01-09,7.2
2012-01-10,7.2
2012-01-11,7.1
2012-01-12,7.1
2012-01-13,7.1
2012-01-14,6.81
2012-01-15,6.81
2012-01-16,6.81
2012-01-17,6.97
2012-01-18,6.97
2012-01-19,6.97
2012-01-20,6.57
2012-01-21,6.57
2012-01-22,6.57
2012-01-23,6.47
2012-01-24,6.47
2012-01-25,6.47
2012-01-26,6.08
2012-01-27,6.08
2012-01-28,6.08
2012-01-29,5.72
2012-01-30,5.72
2012-01-31,5.72
2012-02-01,5.77
2012-02-02,5.77
2012-02-03,5.77
2012-02-04,5.99
2012-02-05,5.99
2012-02-06,5.99
2012-02-07,5.74
2012-02-08,5.74
2012-02-09,5.74
2012-02-10,5.94
2012-02-11,5.94
2012-02-12,5.94
2012-02-13,5.69
2012-02-14,5.69
2012-02-15,5.69
2012-02-16,4.74
2012-02-17,4.74
2012-02-18,4.74
2012-02-19,4.38
2012-02-20,4.38
2012-02-21,4.38
2012-02-22,4.63
2012-02-23,4.63
2012-02-24,4.63
2012-02-25,5.05
2012-02-26,5.05
2012-02-27,5.05
2012-02-28,4.98
2012-02-29,4.98
2012-03-01,4.98
2012-03-02,4.94
2012-03-03,4.94
2012-03-04,4.94
2012-03-05,5.04
2012-03-06,5.04
2012-03-07,5.04
2012-03-08,4.99
2012-03-09,4.99
2012-03-10,4.99
2012-03-11,4.98
2012-03-12,4.98
2012-03-13,4.98
2012-03-14,5.45
2012-03-15,5.45
2012-03-16,5.45
2012-03-17,5.4
2012-03-18,5.4
2012-03-19,5.4
2012-03-20,4.95
2012-03-21,4.95
2012-03-22,4.95
2012-03-23,4.81
2012-03-24,4.81
2012-03-25,4.81
2012-03-26,4.81
2012-03-27,4.74
2012-03-28,4.74
2012-03-29,4.74
2012-03-30,4.85
2012-03-31,4.85
2012-04-01,4.85
2012-04-02,4.97
2012-04-03,4.97
2012-04-04,4.97
2012-04-05,4.96
2012-04-06,4.96
2012-04-07,4.96
2012-04-08,4.94
2012-04-09,4.94
2012-04-10,4.94
2012-04-11,4.9
2012-04-12,4.9
2012-04-13,4.9
2012-04-14,4.97
2012-04-15,4.97
2012-04-16,4.97
2012-04-17,4.99
2012-04-18,4.99
2012-04-19,4.99
2012-04-20,5.19
2012-04-21,5.19
2012-04-22,5.19
2012-04-23,5.3
2012-04-24,5.3
2012-04-25,5.3
2012-04-26,5.16
2012-04-27,5.16
2012-04-28,5.16
2012-04-29,5.09
2012-04-30,5.09
2012-05-01,5.09
2012-05-02,5.04
2012-05-03,5.04
2012-05-04,5.04
2012-05-05,5.15
2012-05-06,5.15
2012-05-07,5.15
2012-05-08,5.1
2012-05-09,5.1
2012-05-10,5.1
2012-05-11,5.1
2012-05-12,5.1
2012-05-13,5.1
2012-05-14,5.01
2012-05-15,5.01
2012-05-16,5.01
2012-05-17,5.1
2012-05-18,5.1
2012-05-19,5.1
2012-05-20,5.14
2012-05-21,5.14
2012-05-22,5.14
2012-05-23,5.13
2012-05-24,5.13
2012-05-25,5.13
2012-05-26,5.15
2012-05-27,5.15
2012-05-28,5.15
2012-05-29,5.16
2012-05-30,5.16
2012-05-31,5.16
2012-06-01,5.21
2012-06-02,5.21
2012-06-03,5.21
2012-06-04,5.27
2012-06-05,5.27
2012-06-06,5.27
2012-06-07,5.48
2012-06-08,5.48
2012-06-09,5.48
2012-06-10,5.68
2012-06-11,5.68
2012-06-12,5.68
2012-06-13,5.76
2012-06-14,5.76
2012-06-15,5.76
2012-06-16,6.27
2012-06-17,6.27
2012-06-18,6.27
2012-06-19,6.48
2012-06-20,6.48
2012-06-21,6.48
2012-06-22,6.8
2012-06-23,6.8
2012-06-24,6.8
2012-06-25,6.56
2012-06-26,6.56
2012-06-27,6.56
2012-06-28,6.58
2012-06-29,6.58
2012-06-30,6.58
2012-07-01,6.69
2012-07-02,6.69
2012-07-03,6.69
2012-07-04,6.71
2012-07-05,6.71
2012-07-06,6.71
2012-07-07,6.74
2012-07-08,6.74
2012-07-09,6.74
2012-07-10,6.98
2012-07-11,6.98
2012-07-12,6.98
2012-07-13,7.46
2012-07-14,7.46
2012-07-15,7.46
2012-07-16,7.8
2012-07-17,7.8
2012-07-18,7.8
2012-07-19,9.37
2012-07-20,9.37
2012-07-21,9.37
2012-07-22,9.53
2012-07-23,9.53
2012-07-24,9.53
2012-07-25,8.91
2012-07-26,8.91
2012-07-27,8.91
2012-07-28,8.95
2012-07-29,8.95
2012-07-30,8.95
2012-07-31,9.22
2012-08-01,9.22
2012-08-02,9.22
2012-08-03,10.12
2012-08-04,10.12
2012-08-05,10.12
2012-08-06,11.21
2012-08-07,11.21
2012-08-08,11.21
2012-08-09,11.35
2012-08-10,11.35
2012-08-11,11.35
2012-08-12,11.64
2012-08-13,11.64
2012-08-14,11.64
2012-08-15,12.3
2012-08-16,12.3
2012-08-17,12.3
2012-08-18,15.37
2012-08-19,15.37
2012-08-20,15.37
2012-08-21,10.45
2012-08-22,10.45
2012-08-23,10.45
2012-08-24,10.25
2012-08-25,10.25
2012-08-26,10.25
2012-08-27,10.99
2012-08-28,10.99
2012-08-29,10.99
2012-08-30,11.14
2012-08-31,11.14
2012-09-01,11.14
2012-09-02,10.36
2012-09-03,10.36
2012-09-04,10.36
2012-09-05,10.59
2012-09-06,10.59
2012-09-07,10.59
2012-09-08,11.27
2012-09-09,11.27
2012-09-10,11.27
2012-09-11,11.14
2012-09-12,11.14
2012-09-13,11.14
2012-09-14,11.48
2012-09-15,11.48
2012-09-16,11.48
2012-09-17,11.98
2012-09-18,11.98
2012-09-19,11.98
2012-09-20,12.63
2012-09-21,12.63
2012-09-22,12.63
2012-09-23,12.4
2012-09-24,12.4
2012-09-25,12.4
2012-09-26,12.24
2012-09-27,12.24
2012-09-28,12.24
2012-09-29,12.46
2012-09-30,12.46
2012-10-01,12.46
2012-10-02,12.58
2012-10-03,12.58
2012-10-04,12.58
2012-10-05,13.07
2012-10-06,13.07
2012-10-07,13.07
2012-10-08,12.58
2012-10-09,12.58
2012-10-10,12.58
2012-10-11,12.16
2012-10-12,12.16
